,Unnamed: 0,Loan_Amount,Loan_Tenure_Year,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Years_for_Property_to_Completion,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Unnamed: 0.1,Credit_Card_Exceed_Months,Employment_Type,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Number_of_Loan_to_Approve,Property_Type,State,Score,Total_Duration,Decision
270,270,1,8,2,4,0,1,1,1,2,1,0,270,1,1,1,1,0,0,1,0,3,145,1
271,271,2,1,8,0,0,1,1,1,2,0,1,271,1,1,0,1,0,1,1,0,0,107,1
272,272,0,0,2,4,0,0,0,0,1,2,2,272,1,1,1,0,0,0,1,0,2,4,0
273,273,2,10,10,4,0,1,1,2,0,1,1,273,1,1,0,2,0,1,1,0,2,922,0
274,274,0,10,10,4,0,1,1,2,2,2,1,274,1,1,1,0,0,0,1,0,1,922,0
275,275,1,10,2,4,0,1,1,1,0,0,2,275,1,1,0,2,0,0,1,0,0,261,0
276,276,0,7,2,4,0,1,1,1,0,0,0,276,1,1,1,1,0,2,1,0,1,107,0
277,277,0,0,10,4,0,1,1,2,0,1,2,277,1,1,0,1,0,2,1,0,3,145,0
278,278,0,1,2,4,0,1,1,2,1,0,2,278,1,1,1,1,0,1,1,0,1,10,0
279,279,0,1,2,4,0,1,0,2,2,2,1,279,1,1,0,0,0,1,1,0,0,10,0
280,280,1,3,10,4,0,1,1,2,1,2,1,280,1,1,1,1,0,0,1,0,0,320,0
281,281,0,10,2,4,0,1,1,0,0,2,0,281,1,1,0,2,0,1,1,0,3,261,0
282,282,1,3,2,2,0,0,1,1,0,1,2,282,1,1,1,0,0,0,1,0,0,30,1
283,283,2,13,2,4,0,1,1,2,0,0,0,283,1,1,0,0,0,2,1,0,3,506,0
284,284,0,11,9,2,0,1,1,1,0,1,0,284,1,1,1,0,0,1,1,0,2,922,1
285,285,0,10,2,4,0,1,1,1,2,2,0,285,1,1,0,0,0,0,1,0,1,261,0
286,286,2,1,2,4,0,1,1,1,0,1,2,286,1,1,1,1,0,1,1,0,1,10,1
287,287,1,1,2,4,0,0,1,0,1,0,0,287,1,1,0,0,0,1,1,0,3,10,0
288,288,0,12,10,4,0,1,1,0,1,0,2,288,1,1,1,1,0,0,1,0,2,1014,0
289,289,2,8,2,4,0,1,0,2,0,0,0,289,1,1,0,1,0,0,1,0,1,145,1
290,290,1,7,2,4,0,1,2,0,2,2,0,290,1,1,1,1,0,2,1,0,3,107,0
291,291,1,5,2,4,0,1,1,0,0,0,2,291,1,1,0,1,0,2,1,0,2,62,0
292,292,1,7,2,2,0,1,1,2,0,0,0,292,1,1,1,1,0,2,1,0,0,107,0
293,293,2,12,2,4,0,1,1,0,0,1,0,293,1,1,0,0,0,0,1,0,2,419,1
294,294,1,6,2,1,0,1,2,0,0,1,1,294,1,1,1,0,0,0,1,0,2,85,0
295,295,2,12,2,4,0,1,1,2,0,0,0,295,1,1,0,1,0,0,1,0,0,419,0
296,296,1,12,2,4,0,1,1,2,1,0,1,296,1,1,1,1,0,2,1,0,3,419,0
297,297,0,6,5,4,0,1,1,0,1,0,1,297,1,1,0,0,0,0,1,0,0,202,1
298,298,2,10,2,4,0,1,1,2,0,1,0,298,1,1,1,1,0,1,1,0,3,261,1
299,299,1,2,2,4,0,1,1,2,0,2,0,299,1,1,0,0,0,1,1,0,0,15,0
300,300,0,10,3,4,0,1,0,0,0,0,0,300,6,4,1,1,0,1,1,0,1,320,0
301,301,1,2,3,4,0,1,0,1,0,0,0,301,6,4,0,1,0,0,1,0,0,30,0
302,302,1,7,5,4,0,1,0,0,0,1,1,302,6,4,1,1,0,1,1,0,1,261,0
303,303,1,9,3,2,0,1,0,0,0,1,0,303,6,4,0,0,0,0,1,0,0,261,0
304,304,2,6,3,2,0,1,0,1,1,0,0,304,6,4,1,0,0,2,1,0,2,107,0
305,305,0,6,3,4,0,1,0,0,2,1,0,305,6,4,0,1,0,0,1,0,3,107,1
306,306,2,12,3,4,0,0,1,0,0,2,0,306,6,4,1,0,0,0,1,0,3,506,0
307,307,2,8,10,4,0,1,0,0,1,0,0,307,6,4,0,1,0,2,1,0,0,766,0
308,308,1,11,9,4,0,1,0,0,0,2,0,308,6,4,1,0,0,2,1,0,1,922,0
309,309,0,10,3,2,0,1,0,1,1,0,0,309,6,4,0,1,0,2,1,0,2,320,0
310,310,0,10,3,4,0,1,0,1,1,0,2,310,6,4,1,1,0,2,1,0,1,320,0
311,311,0,9,3,4,0,1,0,2,1,0,0,311,6,4,0,1,0,1,1,0,2,261,0
312,312,2,0,3,2,0,0,0,1,0,0,2,312,6,4,1,1,0,2,1,0,1,10,0
313,313,0,13,3,4,0,1,0,0,2,2,0,313,6,4,0,1,0,1,1,0,3,580,1
314,314,1,9,3,4,0,1,0,0,0,0,0,314,6,4,1,1,0,2,1,0,0,261,0
315,315,0,10,3,4,0,1,0,0,2,1,1,315,6,4,0,1,0,1,1,0,0,320,0
316,316,0,11,3,4,0,1,1,1,1,0,1,316,6,4,1,1,0,0,1,0,2,419,0
317,317,1,6,3,1,0,1,0,2,1,2,0,317,6,4,0,1,0,2,1,0,2,107,1
318,318,0,11,3,4,0,1,0,1,0,1,0,318,6,4,1,2,0,1,1,0,1,419,0
319,319,2,8,11,2,0,1,0,2,1,1,0,319,6,4,0,0,0,1,1,0,0,856,1
320,320,1,2,3,3,0,1,0,0,2,2,0,320,6,4,1,0,0,1,1,0,3,30,1
321,321,2,13,3,1,0,1,0,2,0,2,2,321,6,4,0,0,0,0,1,0,3,580,0
322,322,0,10,3,4,0,0,0,0,2,2,2,322,6,4,1,1,0,0,1,0,1,320,0
323,323,2,1,3,1,0,1,0,1,1,2,2,323,6,4,0,1,0,2,1,0,1,15,0
324,324,0,12,3,4,0,1,0,2,0,0,2,324,6,4,1,1,0,0,1,0,2,506,0
325,325,2,9,3,2,0,1,0,1,1,2,2,325,6,4,0,0,0,0,1,0,0,261,0
326,326,2,10,3,4,0,1,1,2,2,1,0,326,6,4,1,1,0,0,1,0,1,320,0
327,327,0,9,3,4,0,1,0,2,0,0,0,327,6,4,0,1,0,1,1,0,1,261,0
328,328,1,1,3,4,0,1,0,0,1,1,2,328,6,4,1,1,0,2,1,0,0,15,0
329,329,2,13,10,4,0,1,0,0,2,2,1,329,6,4,0,1,0,0,1,0,2,1058,0
330,330,1,12,3,4,0,1,0,2,1,2,1,330,6,4,1,1,0,1,1,0,0,506,0
331,331,2,8,3,4,0,1,0,2,1,0,1,331,6,4,0,1,0,0,1,0,3,202,0
332,332,1,6,3,2,0,1,0,0,0,2,0,332,6,4,1,1,0,1,1,0,2,107,0
333,333,2,14,3,2,0,1,1,2,2,2,0,333,6,4,0,1,0,2,1,0,0,676,1
334,334,1,8,4,1,0,1,0,2,0,2,0,334,6,4,1,0,0,2,1,0,1,261,1
335,335,1,0,3,4,0,1,0,1,0,0,2,335,6,4,0,0,0,1,1,0,2,10,0
336,336,2,5,10,4,0,1,0,2,0,1,2,336,6,4,1,1,0,1,1,0,2,506,1
337,337,1,4,3,2,0,1,0,0,2,0,1,337,6,4,0,1,0,1,1,0,2,62,0
338,338,1,14,11,4,1,1,0,2,0,0,2,338,6,4,1,2,0,1,1,0,0,1094,0
339,339,1,6,3,2,0,1,1,0,0,0,1,339,6,4,0,1,0,1,1,0,1,107,0
340,340,0,0,3,4,0,1,0,0,2,2,1,340,6,4,1,1,0,1,1,0,1,10,0
341,341,1,8,3,4,0,1,0,0,0,1,0,341,6,4,0,1,0,1,1,0,1,202,0
342,342,1,9,10,1,0,1,0,0,1,1,2,342,6,4,1,1,0,0,1,0,2,856,0
343,343,1,4,3,4,0,1,0,2,0,0,0,343,6,4,0,1,0,0,1,0,0,62,0
344,344,2,0,3,4,0,0,0,1,2,2,0,344,6,4,1,2,0,2,1,0,0,10,0
345,345,2,4,3,4,0,1,0,2,1,0,0,345,6,4,0,0,0,2,1,0,1,62,0
346,346,0,8,5,4,0,1,0,1,0,2,0,346,6,4,1,2,0,0,1,0,0,320,1
347,347,1,3,3,4,0,0,0,1,2,1,2,347,6,4,0,0,0,2,1,0,1,43,0
348,348,0,1,9,4,0,1,0,1,2,2,2,348,6,4,1,1,0,1,1,0,1,145,1
349,349,1,10,4,2,0,1,0,1,2,0,1,349,6,4,0,0,0,1,1,0,3,419,0
350,350,1,3,3,4,0,1,0,1,1,2,0,350,6,4,1,1,0,0,1,0,2,43,0
351,351,2,14,2,4,0,0,0,1,0,1,0,351,6,4,0,1,0,0,1,0,1,580,0
352,352,2,2,10,4,0,1,0,0,1,0,0,352,6,4,1,1,0,1,1,0,2,261,0
353,353,0,13,10,4,0,1,0,0,1,0,0,353,6,4,0,1,0,2,1,0,1,1058,0
354,354,2,10,3,0,0,0,0,1,0,0,2,354,6,4,1,1,0,0,1,0,0,320,0
355,355,1,7,3,4,0,1,2,0,0,0,0,355,6,4,0,1,0,2,1,0,1,145,1
356,356,0,1,3,2,0,0,0,0,2,2,0,356,6,4,1,1,0,0,1,0,0,15,0
357,357,0,2,3,4,0,0,0,2,0,2,1,357,6,4,0,0,0,2,1,0,1,30,0
358,358,0,0,3,4,0,1,0,0,0,1,1,358,6,4,1,0,0,2,1,0,3,10,0
359,359,1,6,3,4,0,1,0,1,0,1,1,359,6,4,0,1,0,0,1,0,2,107,0
360,360,0,7,3,2,0,1,0,1,0,1,1,360,6,4,1,0,0,2,1,7,0,145,0
361,361,0,8,3,4,0,1,0,1,2,0,0,361,6,4,0,0,0,1,1,7,1,202,0
362,362,2,0,10,1,0,1,0,0,2,1,2,362,6,4,1,1,0,1,1,7,3,145,0
363,363,2,7,3,4,0,1,0,1,0,1,0,363,6,4,0,1,0,0,1,7,0,145,0
364,364,2,6,3,2,0,1,0,1,2,0,0,364,6,4,1,1,0,0,1,7,0,107,0
365,365,1,0,10,4,0,1,0,1,1,0,0,365,6,4,0,1,0,2,1,7,1,145,0
366,366,1,14,3,4,0,1,1,0,0,2,1,366,6,4,1,2,0,0,1,7,2,676,0
367,367,1,0,8,1,0,1,0,0,1,0,0,367,6,4,0,1,0,0,1,7,2,85,0
368,368,0,7,5,4,0,0,0,0,0,0,2,368,6,4,1,1,0,1,1,7,0,261,0
369,369,2,11,3,4,0,1,0,2,0,1,1,369,6,4,0,0,0,2,1,7,2,419,1
370,370,0,13,10,4,0,1,1,0,0,0,1,370,6,4,1,0,0,0,1,7,2,1058,0
371,371,2,3,3,4,0,1,0,1,0,0,2,371,6,4,0,0,0,2,1,7,3,43,0
372,372,1,10,3,2,0,1,0,2,2,0,1,372,6,4,1,1,0,2,1,7,0,320,1
373,373,0,10,3,4,0,1,0,0,2,0,2,373,6,4,0,1,0,0,1,7,1,320,0
374,374,2,2,10,2,0,1,0,0,1,2,0,374,6,4,1,1,0,1,1,7,3,261,0
375,375,2,10,3,4,0,1,0,0,2,2,1,375,6,4,0,1,0,1,1,7,1,320,1
376,376,2,3,3,4,0,0,0,0,0,1,2,376,6,4,1,1,0,2,1,7,2,43,0
377,377,2,13,3,2,0,0,0,1,1,0,0,377,6,4,0,1,0,2,1,7,0,580,0
378,378,0,13,3,4,0,0,0,1,1,0,0,378,6,4,1,1,0,1,1,7,1,580,1
379,379,0,8,3,2,0,1,0,1,1,0,0,379,6,4,0,1,0,2,1,7,1,202,0
380,380,2,8,3,4,0,1,0,2,1,1,0,380,6,4,1,0,0,2,1,7,3,202,0
381,381,0,13,3,4,0,0,0,1,2,1,0,381,6,4,0,1,0,1,1,7,0,580,0
382,382,1,0,3,2,0,1,0,1,2,1,0,382,6,4,1,1,0,0,1,7,1,10,0
383,383,0,13,10,4,0,1,0,0,0,2,0,383,6,4,0,1,0,0,1,7,0,1058,0
384,384,0,10,3,4,0,1,0,0,2,0,2,384,6,4,1,0,0,1,1,7,2,320,0
385,385,0,9,2,2,0,1,2,1,0,1,0,385,6,4,0,1,0,0,1,7,2,202,0
386,386,2,10,3,2,0,1,0,2,1,0,1,386,6,4,1,1,0,0,1,7,3,320,1
387,387,1,8,10,1,0,1,0,0,2,2,0,387,6,4,0,0,0,2,1,7,2,766,0
388,388,1,10,3,4,0,1,0,0,1,2,2,388,6,4,1,1,0,1,1,7,0,320,0
389,389,0,10,3,2,0,1,0,0,1,1,1,389,6,4,0,0,0,0,1,7,0,320,0
390,390,0,6,3,2,0,1,0,0,0,0,0,390,6,4,1,1,0,1,1,7,2,107,0
391,391,2,0,5,1,0,1,0,2,0,1,2,391,6,4,0,1,0,1,1,7,2,30,1
392,392,2,13,3,4,0,0,0,2,2,0,0,392,6,4,1,1,0,1,1,7,3,580,0
393,393,1,9,3,4,0,1,0,2,1,1,1,393,6,4,0,1,0,0,1,7,3,261,1
394,394,1,7,3,2,0,1,0,1,0,2,1,394,6,4,1,1,0,0,1,7,1,145,0
395,395,2,2,6,4,0,1,0,1,2,0,2,395,6,4,0,1,0,0,1,7,2,85,0
396,396,2,7,3,4,0,1,0,1,0,0,1,396,6,4,1,1,0,2,1,7,0,145,0
397,397,0,13,3,4,0,1,0,0,1,2,2,397,6,4,0,1,0,0,1,7,3,580,0
398,398,1,4,3,4,0,0,0,0,1,0,2,398,6,4,1,1,0,2,1,7,3,62,0
399,399,1,11,3,2,0,1,0,2,0,1,1,399,6,4,0,1,0,2,1,7,1,419,0
400,400,1,4,4,1,0,1,0,0,0,2,1,400,2,4,1,0,0,0,1,7,1,85,0
401,401,2,5,10,1,0,0,0,0,1,1,0,401,2,4,0,0,0,0,1,7,1,506,1
402,402,2,5,4,2,0,0,0,0,0,1,0,402,2,4,1,1,0,0,1,7,0,107,1
403,403,0,1,4,4,0,0,0,1,2,1,2,403,2,4,0,1,0,1,1,7,2,30,0
404,404,1,10,4,4,0,1,0,2,2,0,1,404,2,4,1,0,0,1,1,7,3,419,0
405,405,2,7,4,4,0,1,2,0,1,1,2,405,2,4,0,1,0,1,1,7,1,202,0
406,406,0,2,4,2,0,0,0,0,0,1,0,406,2,4,1,0,0,0,1,7,0,43,0
407,407,0,5,4,1,0,0,2,0,2,2,0,407,2,4,0,1,0,0,1,7,1,107,1
408,408,0,4,0,1,0,0,0,2,1,0,0,408,2,4,1,2,0,2,1,7,2,15,0
409,409,1,9,4,4,0,0,0,0,2,2,0,409,2,4,0,2,0,0,1,7,3,320,0
410,410,0,7,4,4,0,0,0,0,0,1,0,410,2,4,1,1,0,0,1,7,2,202,0
411,411,1,12,4,2,0,0,0,2,2,1,2,411,2,4,0,1,0,0,1,7,0,580,0
412,412,2,8,0,4,0,0,0,1,0,0,0,412,2,4,1,0,0,1,1,7,3,85,0
413,413,0,1,5,4,0,0,0,1,2,2,0,413,2,4,0,1,0,2,1,7,0,43,0
414,414,2,9,4,4,0,0,0,0,0,0,1,414,2,4,1,1,0,1,1,7,2,320,0
415,415,0,14,4,4,0,0,0,0,2,0,0,415,2,4,0,1,0,1,1,7,1,766,0
416,416,0,3,7,4,0,0,0,1,2,2,0,416,2,4,1,2,0,1,1,7,1,145,0
417,417,0,7,10,4,0,1,0,0,1,2,1,417,2,4,0,0,0,0,1,7,3,676,0
418,418,2,12,7,4,0,0,0,0,0,0,0,418,2,4,1,0,0,0,1,7,1,856,0
419,419,0,11,4,4,0,1,0,1,1,1,0,419,2,4,0,0,0,2,1,7,1,506,1
420,420,1,11,4,4,0,0,0,0,2,1,2,420,2,4,1,1,0,2,1,7,2,506,0
421,421,2,1,4,2,0,0,0,0,0,0,1,421,2,4,0,1,0,1,1,7,3,30,1
422,422,0,11,4,4,0,0,0,1,2,0,0,422,2,4,1,1,0,1,1,7,3,506,1
423,423,2,11,10,4,0,0,0,2,1,0,2,423,2,4,0,0,0,0,1,7,0,970,0
424,424,1,10,10,1,0,0,1,0,0,0,1,424,2,4,1,1,0,2,1,7,2,922,1
425,425,0,9,10,1,0,1,0,0,2,0,0,425,2,4,0,0,0,1,1,7,0,856,0
426,426,0,13,4,4,0,0,0,2,2,1,0,426,2,4,1,1,0,0,1,7,3,676,1
427,427,1,9,4,4,0,0,0,2,0,2,0,427,2,4,0,1,0,1,1,7,2,320,1
428,428,1,12,10,4,0,0,0,2,2,0,0,428,2,4,1,1,0,0,1,7,0,1014,0
429,429,1,3,4,2,0,0,0,0,0,2,2,429,2,4,0,1,0,2,1,7,2,62,0
430,430,2,6,8,4,0,1,0,2,1,0,2,430,2,4,1,1,0,2,1,7,3,419,0
431,431,1,0,10,1,0,1,0,1,0,2,2,431,2,4,0,0,0,0,1,7,2,145,0
432,432,0,10,4,4,0,0,1,1,0,2,2,432,2,4,1,1,0,0,1,7,3,419,0
433,433,2,4,4,4,0,0,0,1,2,0,2,433,2,4,0,1,0,2,1,7,1,85,0
434,434,1,0,4,4,0,0,0,0,0,2,2,434,2,4,1,0,0,0,1,7,2,15,0
435,435,2,14,4,2,0,0,0,0,2,1,0,435,2,4,0,1,0,1,1,7,0,766,0
436,436,0,10,10,4,0,0,0,2,2,0,2,436,2,4,1,1,0,0,1,7,3,922,0
437,437,1,9,11,2,0,0,2,2,2,2,0,437,2,4,0,1,0,1,1,7,3,922,0
438,438,2,0,4,1,0,1,0,0,1,2,1,438,2,4,1,1,0,1,1,7,0,15,0
439,439,0,11,4,4,0,0,0,0,0,1,1,439,2,4,0,1,0,1,1,7,0,506,1
440,440,0,13,4,4,0,0,0,0,0,0,0,440,2,4,1,1,0,0,1,7,2,676,0
441,441,0,14,10,4,0,0,1,2,2,1,2,441,2,4,0,1,0,1,1,7,3,1083,0
442,442,2,9,4,4,0,0,0,0,1,0,0,442,2,4,1,1,0,0,1,7,1,320,1
443,443,2,3,10,1,0,0,0,0,2,1,2,443,2,4,0,1,0,1,1,7,3,320,0
444,444,0,12,4,2,0,0,0,1,0,0,0,444,2,4,1,0,0,0,1,7,2,580,0
445,445,0,8,4,4,0,0,0,1,0,1,0,445,2,4,0,0,0,0,1,7,0,261,0
446,446,2,9,4,4,0,0,0,0,2,0,0,446,2,4,1,1,0,0,1,7,0,320,0
447,447,1,7,4,4,0,0,0,1,1,0,0,447,2,4,0,2,0,0,1,7,1,202,1
448,448,1,2,4,4,0,0,0,1,0,2,1,448,2,4,1,0,0,2,1,7,1,43,0
449,449,0,11,4,4,0,0,0,0,1,0,0,449,2,4,0,0,0,0,1,7,0,506,1
450,450,0,9,4,4,0,0,0,0,2,0,2,450,2,4,1,1,0,1,1,7,1,320,1
451,451,1,7,10,1,0,1,0,1,2,2,0,451,2,4,0,0,0,2,1,7,1,676,0
452,452,0,13,10,4,0,0,0,1,1,0,0,452,2,4,1,1,0,2,1,7,2,1058,0
453,453,0,11,4,4,0,1,0,1,1,1,0,453,2,4,0,0,0,0,1,7,0,506,1
454,454,0,6,7,4,0,2,0,1,2,0,2,454,2,4,1,2,0,2,1,7,3,320,0
455,455,0,5,4,2,0,0,0,0,0,0,1,455,2,4,0,1,0,0,1,7,0,107,0
456,456,1,8,4,4,0,0,0,1,0,1,0,456,2,4,1,1,0,2,1,7,0,261,0
457,457,2,7,4,4,0,0,0,1,1,0,0,457,2,4,0,1,0,0,1,7,3,202,0
458,458,1,9,4,2,0,0,0,2,0,1,0,458,2,4,1,0,0,2,1,7,0,320,0
459,459,2,14,4,2,0,0,0,0,2,2,2,459,2,4,0,1,0,1,1,7,1,766,0
460,460,1,2,9,4,0,0,0,0,2,2,2,460,2,4,1,0,0,0,1,7,0,202,1
461,461,0,5,5,4,0,0,0,0,2,0,0,461,2,4,0,1,0,0,1,7,3,145,0
462,462,1,0,4,4,0,0,0,2,0,1,0,462,2,4,1,2,0,2,1,7,3,15,0
463,463,2,11,9,4,0,0,0,2,0,1,0,463,2,4,0,1,0,1,1,7,1,922,0
464,464,0,10,4,4,0,0,0,2,2,1,2,464,2,4,1,0,0,0,1,7,0,419,0
465,465,0,6,10,4,0,1,0,1,2,1,2,465,2,4,0,0,0,2,1,7,0,580,0
466,466,0,7,10,1,0,0,0,2,1,0,2,466,2,4,1,1,0,2,1,7,1,676,0
467,467,1,9,4,2,0,0,0,0,0,1,0,467,2,4,0,0,0,2,1,7,2,320,0
468,468,2,2,5,4,0,0,0,2,1,2,1,468,2,4,1,1,0,0,1,7,0,62,0
469,469,1,9,4,2,0,0,0,0,0,0,0,469,2,4,0,2,0,0,1,7,2,320,0
470,470,0,11,4,4,0,0,0,2,2,2,0,470,2,4,1,1,0,1,1,7,2,506,0
471,471,0,11,4,4,0,0,1,0,0,1,2,471,2,4,0,1,0,0,1,7,2,506,1
472,472,0,3,4,4,0,0,0,2,0,0,0,472,2,4,1,1,0,1,1,7,1,62,0
473,473,2,0,4,4,0,1,0,0,0,0,1,473,2,4,0,1,0,0,1,7,0,15,0
474,474,2,12,10,4,0,0,0,0,2,0,2,474,2,4,1,1,0,1,1,7,3,1014,0
475,475,2,4,8,4,0,0,0,0,0,1,1,475,2,4,0,2,0,2,1,7,0,261,0
476,476,0,12,4,4,0,0,0,0,0,1,0,476,2,4,1,0,0,2,1,7,0,580,0
477,477,0,10,3,4,0,0,0,0,0,0,1,477,2,4,0,1,0,0,1,7,0,320,0
478,478,0,3,4,4,0,0,0,2,0,1,0,478,2,4,1,1,0,2,1,7,2,62,0
479,479,2,2,11,4,0,0,0,1,1,2,1,479,2,4,0,1,0,2,1,7,1,320,0
480,480,1,8,7,1,0,0,0,1,2,1,1,480,2,4,1,0,0,0,1,7,1,506,0
481,481,0,12,9,4,0,0,0,0,0,1,0,481,2,4,0,1,0,0,1,7,1,970,0
482,482,2,7,10,4,0,1,2,0,0,1,2,482,2,4,1,1,0,1,1,7,3,676,0
483,483,0,7,10,4,0,0,0,2,0,0,1,483,2,4,0,1,0,0,1,7,0,676,0
484,484,1,8,12,4,0,0,0,0,1,0,0,484,2,4,1,1,0,2,1,7,2,922,0
485,485,2,8,3,1,0,0,0,2,0,0,1,485,2,4,0,1,0,2,1,7,1,202,0
486,486,2,14,4,4,0,0,0,1,2,0,0,486,2,4,1,0,0,0,1,7,2,766,0
487,487,0,14,4,4,0,1,0,0,1,1,0,487,2,4,0,0,0,2,1,7,2,766,0
488,488,0,1,1,4,0,0,0,1,1,1,2,488,2,4,1,1,0,0,1,7,2,4,0
489,489,0,8,4,4,0,0,0,0,2,0,1,489,2,4,0,1,0,1,1,7,2,261,1
490,490,2,14,4,4,0,1,1,0,2,2,1,490,2,4,1,1,0,0,1,7,0,766,0
491,491,0,2,4,4,0,0,0,2,1,0,2,491,2,4,0,0,0,1,1,7,0,43,0
492,492,0,13,4,4,0,0,0,2,2,0,0,492,2,4,1,0,0,0,1,7,0,676,0
493,493,2,4,8,4,0,0,0,0,0,2,2,493,2,4,0,2,0,1,1,7,2,261,0
494,494,0,5,4,1,0,0,0,0,1,1,1,494,2,4,1,0,0,0,1,7,2,107,0
495,495,0,11,4,4,0,0,0,0,2,1,0,495,2,4,0,0,0,2,1,7,2,506,0
496,496,1,8,4,4,0,0,0,2,2,2,0,496,2,4,1,1,0,2,1,7,3,261,0
497,497,1,12,4,4,0,1,0,2,1,2,0,497,2,4,0,1,0,2,1,7,3,580,1
498,498,1,9,4,4,0,0,0,1,0,2,2,498,2,4,1,1,0,1,1,7,1,320,0
499,499,1,13,10,4,0,0,2,2,2,0,0,499,2,4,0,0,0,0,1,7,0,1058,0
500,500,2,3,10,0,1,0,2,0,2,0,0,500,5,1,1,0,0,1,1,7,0,320,0
501,501,0,13,5,0,1,0,2,2,1,1,0,501,5,1,0,0,0,1,1,7,1,766,0
502,502,2,5,5,2,1,0,2,2,0,0,2,502,5,1,1,1,0,2,1,7,3,145,0
503,503,2,7,5,0,0,0,2,1,1,0,0,503,5,1,0,2,0,2,1,7,1,261,0
504,504,0,1,5,0,1,0,2,1,1,2,0,504,5,1,1,2,0,1,1,7,3,43,1
505,505,1,10,5,0,0,0,2,0,2,2,1,505,5,1,0,0,0,0,1,7,3,506,0
506,506,1,13,5,0,0,0,2,0,2,2,0,506,5,1,1,1,0,2,1,7,3,766,0
507,507,0,8,5,0,0,0,2,1,1,1,2,507,5,1,0,1,0,1,1,7,0,320,0
508,508,1,4,5,0,1,0,2,0,0,0,2,508,5,1,1,1,0,0,1,7,3,107,0
509,509,0,5,5,0,0,0,2,1,0,0,2,509,5,1,0,0,0,1,1,7,2,145,0
510,510,2,7,5,0,1,0,2,2,1,2,1,510,5,1,1,1,0,0,1,7,0,261,1
511,511,1,2,5,0,0,0,2,2,0,1,0,511,5,1,0,1,0,2,1,7,1,62,0
512,512,2,0,5,1,0,0,2,0,0,0,0,512,5,1,1,0,0,1,1,7,0,30,0
513,513,2,8,5,0,0,1,2,1,0,0,0,513,5,1,0,1,0,1,1,7,2,320,0
514,514,0,13,7,0,1,3,0,1,0,1,0,514,5,1,1,1,0,1,1,7,3,922,1
515,515,0,9,10,1,0,0,2,1,1,1,2,515,5,1,0,1,0,0,1,7,0,856,1
516,516,0,10,4,0,1,0,2,1,2,0,2,516,5,1,1,0,0,0,1,7,2,419,0
517,517,0,10,5,0,1,1,2,1,1,2,1,517,5,1,0,2,0,1,1,7,0,506,1
518,518,2,10,5,2,0,0,2,2,0,1,1,518,5,1,1,1,0,1,1,7,2,506,1
519,519,0,14,5,0,1,0,2,0,2,1,0,519,5,1,0,1,0,0,1,7,2,856,0
520,520,2,10,5,0,1,0,2,0,1,0,2,520,5,1,1,1,0,1,1,7,0,506,0
521,521,0,14,5,2,1,1,2,0,0,2,2,521,5,1,0,1,0,2,1,7,1,856,0
522,522,2,0,10,0,1,0,2,2,0,0,1,522,5,1,1,1,0,0,1,7,2,145,0
523,523,0,10,5,1,1,0,2,0,1,1,0,523,5,1,0,1,0,0,1,7,1,506,0
524,524,0,9,5,0,1,1,2,2,2,1,0,524,5,1,1,0,0,0,1,7,3,419,0
525,525,0,10,5,1,1,0,1,0,1,2,1,525,5,1,0,1,0,1,1,7,0,506,1
526,526,2,0,11,0,1,1,2,2,1,0,0,526,5,1,1,0,0,1,1,7,2,202,0
527,527,1,14,10,0,0,0,2,0,0,1,0,527,5,1,0,1,0,0,1,7,3,1083,0
528,528,2,9,5,2,0,0,2,0,2,2,0,528,5,1,1,0,0,2,1,7,3,419,0
529,529,2,8,5,0,1,0,2,0,1,0,2,529,5,1,0,1,0,0,1,7,3,320,0
530,530,2,4,5,0,1,0,2,0,2,0,1,530,5,1,1,1,0,1,1,7,3,107,0
531,531,2,9,5,0,1,0,2,0,2,0,0,531,5,1,0,2,0,1,1,7,0,419,0
532,532,0,7,5,0,0,0,2,1,2,0,2,532,5,1,1,1,0,2,1,7,0,261,0
533,533,1,4,5,0,1,0,2,0,2,0,2,533,5,1,0,2,0,2,1,7,3,107,0
534,534,1,11,5,0,1,0,2,0,0,1,0,534,5,1,1,1,0,2,1,7,0,580,0
535,535,1,11,8,0,0,0,2,0,0,1,1,535,5,1,0,2,0,2,1,7,2,856,0
536,536,1,8,5,0,1,0,2,0,1,0,2,536,5,1,1,2,0,2,1,7,1,320,0
537,537,1,6,5,0,1,0,2,0,0,2,0,537,5,1,0,1,0,2,1,7,1,202,0
538,538,0,8,5,0,0,0,2,0,2,0,0,538,5,1,1,1,0,0,1,7,0,320,1
539,539,0,3,5,0,1,0,2,0,0,2,0,539,5,1,0,1,0,0,1,7,0,85,0
540,540,2,8,5,0,0,0,2,2,0,0,2,540,5,1,1,1,0,1,1,7,0,320,0
541,541,2,11,5,0,0,0,2,1,2,0,2,541,5,1,0,1,0,1,1,7,1,580,1
542,542,2,1,5,1,1,0,1,0,0,2,0,542,5,1,1,1,0,1,1,7,2,43,0
543,543,2,5,4,0,1,0,2,0,0,2,1,543,5,1,0,2,0,1,1,7,0,107,1
